CHR,P,exp
18,0.124,0.9175913573130009
18,0.999,0.9175386484735766
18,0.374,0.917485946030468
18,0.874,0.917433249982123
18,0.249,0.9173805603269897
18,0.624,0.9173278770635171
18,0.499,0.9172752001901548
18,0.749,0.9172225297053527
4,2.308,0.9171698656075615
4,2.558,0.9171172078952322
4,2.058,0.9170645565668167
4,2.183,0.9170119116207673
4,2.683,0.9169592730555367
4,2.933,0.9169066408695784
4,2.433,0.9168540150613465
6,1.695,0.9168013956292952
6,1.82,0.91674878257188
6,1.445,0.9166961758875563
6,1.945,0.9166435755747804
6,1.57,0.916590981632009
6,1.07,0.9165383940576998
6,1.32,0.9164858128503102
6,1.195,0.9164332380082989
5,1.547,0.9163806695301251
5,1.297,0.9163281074142481
9,1.97,0.9162755516591282
18,0.022,0.9162230022632261
10,2.633,0.916170459225003
10,2.508,0.9161179225429208
10,2.383,0.9160653922154418
15,2.945,0.9160128682410289
15,2.445,0.9159603506181457
20,2.286,0.9159078393452562
20,2.911,0.9158553344208251
20,2.411,0.9158028358433175
20,2.536,0.915750343611199
20,2.161,0.915697857722936
18,0.045,0.9156453781769954
18,4.169,0.9155929049718445
11,0.239,0.9155404381059512
11,0.989,0.9154879775777841
11,0.614,0.9154355233858122
11,0.739,0.9153830755285052
11,0.864,0.9153306340043331
11,0.364,0.9152781988117668
11,0.489,0.9152257699492774
14,1.178,0.9151733474153368
14,1.553,0.9151209312084175
14,1.053,0.9150685213269922
14,1.428,0.9150161177695346
14,1.303,0.9149637205345186
2,0.408,0.9149113296204189
2,0.283,0.9148589450257105
5,3.011,0.9148065667488692
5,3.261,0.9147541947883712
15,3.352,0.9147018291426933
18,1.865,0.9146494698103129
18,1.615,0.9145971167897078
18,0.216,0.9145447700793566
18,0.091,0.9144924296777381
18,1.24,0.9144400955833321
18,1.49,0.9143877677946185
9,1.036,0.9143354463100779
9,1.286,0.9142831311281917
9,1.161,0.9142308222474416
9,1.911,0.9141785196663098
9,1.536,0.9141262233832791
9,1.411,0.914073933396833
9,1.786,0.9140216497054554
9,1.661,0.9139693723076309
3,1.747,0.9139171012018443
3,1.122,0.9138648363865813
3,1.872,0.9138125778603282
3,1.372,0.9137603256215714
3,1.497,0.9137080796687982
3,1.247,0.9136558400004964
3,1.997,0.9136036066151544
3,1.622,0.9135513795112609
16,3.295,0.9134991586873052
3,0.346,0.9134469441417776
3,0.846,0.9133947358731683
6,1.66,0.9133425338799684
3,0.596,0.9132903381606696
3,0.471,0.9132381487137639
3,0.721,0.913185965537744
3,0.971,0.9131337886311031
6,1.16,0.9130816179923349
6,1.535,0.9130294536199338
6,1.035,0.9129772955123946
6,1.285,0.9129251436682126
6,1.41,0.9128729980858838
16,3.188,0.9128208587639048
18,0.468,0.9127687257007724
20,2.126,0.9127165988949841
20,2.501,0.9126644783450382
20,2.001,0.9126123640494331
20,2.251,0.9125602560066682
20,2.626,0.9125081542152431
20,2.376,0.912456058673658
8,3.279,0.9124039693804138
8,3.154,0.9123518863340118
8,3.529,0.9122998095329536
8,3.029,0.9122477389757421
2,2.171,0.9121956746608798
2,2.296,0.9121436165868704
2,2.046,0.912091564752218
2,2.421,0.9120395191554269
2,2.546,0.9119874797950023
2,2.671,0.9119354466694499
2,2.921,0.9118834197772759
10,1.006,0.911831399116987
10,0.863,0.9117793846870903
10,1.256,0.9117273764860937
10,1.756,0.9116753745125055
10,1.506,0.9116233787648345
10,1.631,0.9115713892415901
10,1.881,0.9115194059412822
12,1.948,0.9114674288624214
12,1.073,0.9114154580035185
12,1.198,0.9113634933630853
12,1.698,0.9113115349396336
12,1.823,0.911259582731676
12,1.323,0.9112076367377258
15,2.178,0.9111556969562965
15,2.678,0.9111037633859024
21,0.225,0.9110518360250581
21,0.1,0.910999914872279
18,0.183,0.9109479999260809
18,0.308,0.91089609118498
18,0.433,0.9108441886474934
12,0.144,0.9107922923121381
5,4.527,0.9107404021774324
3,1.212,0.9106885182418946
3,1.337,0.9106366405040436
3,1.462,0.9105847689623989
3,1.087,0.9105329036154807
3,1.837,0.9104810444618096
3,1.587,0.9104291914999064
3,1.962,0.9103773447282931
3,1.712,0.9103255041454917
16,3.278,0.9102736697500249
12,3.857,0.9102218415404159
12,3.232,0.9101700195151885
12,3.107,0.9101182036728669
13,2.007,0.9100663940119759
13,2.632,0.910014590531041
13,2.382,0.9099627932285879
13,2.257,0.909911002103143
13,2.757,0.9098592171532333
11,4.64,0.9098074383773861
11,4.515,0.9097556657741296
13,2.882,0.9097038993419921
7,1.774,0.9096521390795027
7,1.024,0.9096003849851909
7,1.274,0.9095486370575868
7,1.524,0.9094968952952212
7,1.399,0.9094451596966248
7,1.149,0.9093934302603296
7,1.899,0.9093417069848676
7,1.649,0.9092899898687715
10,0.415,0.9092382789105746
10,0.29,0.9091865741088108
1,0.584,0.909134875462014
1,0.959,0.9090831829687192
1,0.709,0.9090314966274617
1,0.834,0.9089798164367774
21,0.192,0.9089281423952026
21,0.317,0.9088764745012742
21,0.067,0.9088248127535296
21,0.442,0.9087731571505065
11,1.336,0.9087215076907439
11,1.086,0.9086698643727802
11,1.836,0.9086182271951552
11,1.961,0.9085665961564089
11,1.211,0.9085149712550817
11,1.586,0.9084633524897149
11,1.461,0.9084117398588497
11,1.711,0.9083601333610285
12,0.611,0.9083085329947939
12,0.236,0.9082569387586888
12,0.361,0.9082053506512571
10,0.504,0.9081537686710429
10,0.379,0.9081021928165908
10,0.629,0.9080506230864461
10,0.754,0.9079990594791545
5,0.771,0.9079475019932622
5,0.396,0.9078959506273161
5,0.271,0.9078444053798634
5,0.521,0.9077928662494519
5,0.896,0.9077413332346298
5,0.646,0.907689806333946
15,1.215,0.90763828554595
15,1.09,0.9075867708691916
15,1.59,0.907535262302221
15,1.715,0.9074837598435892
15,1.801,0.9074322634918477
15,1.176,0.9073807732455483
15,1.676,0.9073292891032436
15,1.465,0.9072778110634864
17,1.532,0.9072263391248302
17,1.032,0.907174873285829
17,1.782,0.9071234135450373
20,2.262,0.9070719599010102
20,2.387,0.9070205123523031
20,2.137,0.906969070897472
20,2.012,0.9069176355350737
20,2.512,0.9068662062636649
16,0.923,0.9068147830818035
16,0.798,0.9067633659880474
16,0.548,0.9067119549809554
16,0.673,0.9066605500590863
16,3.493,0.906609151221
16,3.368,0.9065577584652565
17,2.268,0.9065063717904166
17,2.893,0.9064549911950414
17,2.393,0.9064036166776923
17,2.018,0.9063522482369318
13,2.097,0.9063008858713225
13,2.472,0.9062495295794276
13,2.222,0.9061981793598108
7,0.467,0.9061468352110363
7,0.342,0.9060954971316688
10,0.166,0.9060441651202736
13,0.299,0.9059928391754165
13,0.424,0.9059415192956637
13,0.174,0.9058902054795819
13,2.347,0.9058388977257383
22,1.592,0.9057875960327009
1,1.075,0.9057363003990379
1,1.575,0.905685010823318
1,1.325,0.9056337273041106
1,1.2,0.9055824498399855
1,1.7,0.9055311784295129
1,1.45,0.9054799130712639
1,1.825,0.9054286537638094
1,1.95,0.9053774005057216
22,2.692,0.9053261532955726
14,3.141,0.9052749121319354
14,3.891,0.9052236770133834
22,2.317,0.9051724479384902
16,1.916,0.9051212249058302
16,1.666,0.9050700079139785
22,2.067,0.9050187969615103
10,3.095,0.9049675920470016
22,2.192,0.9049163931690285
11,1.051,0.9048652003261681
11,1.301,0.9048140135169978
11,1.176,0.9047628327400953
11,1.801,0.9047116579940392
11,1.676,0.9046604892774082
11,1.426,0.9046093265887817
11,1.926,0.9045581699267398
8,0.28,0.9045070192898625
5,1.137,0.9044558746767312
5,1.387,0.904404736085927
5,1.012,0.9043536035160318
5,1.512,0.9043024769656279
5,1.262,0.9042513564332986
5,1.762,0.9042002419176268
5,1.637,0.9041491334171968
5,1.887,0.9040980309305927
8,0.405,0.9040469344563997
17,0.986,0.9039958439932029
11,2.669,0.9039447595395883
11,2.919,0.9038936810941425
11,2.419,0.9038426086554521
9,3.499,0.9037915422221046
9,3.749,0.9037404817926878
9,3.624,0.9036894273657904
20,0.072,0.903638378940001
20,0.235,0.9035873365139091
13,0.141,0.9035363000861045
20,0.485,0.9034852696551776
4,1.541,0.9034342452197194
4,1.166,0.9033832267783212
4,1.416,0.9033322143295748
4,1.041,0.9032812078720726
4,1.291,0.9032302074044074
4,1.666,0.9031792129251728
4,1.916,0.9031282244329624
4,1.791,0.9030772419263706
17,0.53,0.9030262654039923
17,0.78,0.9029752948644229
17,0.405,0.902924330306258
17,0.905,0.902873371728094
17,0.28,0.902822419128528
19,2.744,0.9027714725061571
19,2.494,0.902720531859579
19,2.119,0.9026695971873921
19,2.994,0.9026186684881954
19,2.244,0.9025677457605878
19,2.369,0.9025168290031694
20,0.118,0.9024659182145403
20,0.493,0.9024150133933012
20,0.368,0.9023641145380537
20,0.868,0.9023132216473991
20,0.618,0.90226233471994
20,0.243,0.9022114537542789
16,1.84,0.9021605787490192
20,0.743,0.9021097097027645
10,3.06,0.902058846614119
10,3.935,0.9020079894816873
10,3.185,0.9019571383040748
17,0.74,0.9019062930798871
17,0.24,0.9018554538077304
12,1.181,0.9018046204862112
21,1.75,0.9017537931139368
13,0.483,0.9017029716895147
13,0.608,0.9016521562115531
13,0.858,0.9016013466786607
13,0.733,0.9015505430894463
13,0.358,0.9014997454425198
13,0.983,0.901448953736491
19,1.144,0.9013981679699707
19,1.519,0.90134738814157
19,1.394,0.9012966142499002
19,1.269,0.9012458462935733
19,1.769,0.901195084271202
6,0.893,0.9011443281813992
6,0.393,0.9010935780227785
6,0.268,0.9010428337939536
6,0.768,0.9009920954935391
6,0.518,0.90094136312015
6,0.643,0.9008906366724018
17,0.795,0.9008399161489102
17,0.67,0.9007892015482917
17,0.545,0.9007384928691631
17,0.92,0.9006877901101419
19,2.084,0.9006370932698458
19,2.709,0.9005864023468931
19,2.459,0.9005357173399029
19,2.209,0.9004850382474942
7,3.862,0.9004343650682869
19,2.959,0.9003836978009013
20,1.234,0.9003330364439581
20,0.21,0.9002823809960786
8,0.339,0.9002317314558843
8,0.464,0.9001810878219977
20,1.888,0.900130450093041
20,0.508,0.9000798182676379
20,0.383,0.9000291923444119
20,0.258,0.899978572321987
20,0.133,0.8999279581989877
20,0.633,0.8998773499740393
20,0.758,0.8998267476457673
20,0.883,0.8997761512127977
7,2.186,0.8997255606737571
18,0.813,0.8996749760272723
18,0.563,0.8996243972719711
18,0.688,0.8995738244064813
18,0.938,0.8995232574294313
9,0.484,0.89947269633945
9,0.984,0.899422141135167
9,0.359,0.899371591815212
9,0.609,0.8993210483782154
9,0.734,0.8992705108228081
9,0.859,0.8992199791476211
16,2.136,0.8991694533512866
16,2.011,0.8991189334324368
16,2.511,0.8990684193897043
16,2.386,0.8990179112217224
16,2.886,0.8989674089271247
16,2.261,0.8989169125045454
16,2.636,0.8988664219526193
22,0.668,0.8988159372699815
22,0.793,0.8987654584552673
6,2.445,0.8987149855071133
22,0.543,0.8986645184241556
22,0.918,0.8986140572050315
7,3.577,0.8985636018483785
8,2.977,0.8985131523528344
4,0.465,0.8984627087170376
4,0.34,0.8984122709396274
8,2.227,0.8983618390192428
8,2.477,0.8983114129545239
8,2.102,0.8982609927441111
8,2.602,0.8982105783866451
8,2.727,0.8981601698807672
10,0.128,0.8981097672251193
14,0.745,0.8980593704183434
14,1.645,0.8980089794590825
21,0.947,0.8979585943459796
21,0.697,0.8979082150776785
21,0.822,0.897857841652823
21,0.572,0.8978074740700582
5,3.1,0.8977571123280289
5,3.225,0.8977067564253807
2,1.76,0.8976564063607595
2,1.635,0.8976060621328119
2,1.51,0.897555723740185
2,1.385,0.897505391181526
2,1.885,0.8974550644554828
2,1.01,0.897404743560704
2,1.135,0.8973544284958381
2,1.26,0.8973041192595347
16,2.101,0.8972538158504435
16,2.226,0.8972035182672148
16,2.726,0.8971532265084992
16,2.601,0.8971029405729479
16,0.178,0.8970526604592127
16,0.428,0.8970023861659455
16,0.303,0.8969521176917992
4,3.379,0.8969018550354264
4,3.004,0.896851598195481
13,1.08,0.896801347170617
13,1.205,0.8967511019594887
13,1.33,0.896700862560751
13,1.455,0.8966506289730595
13,1.58,0.8966004011950699
13,1.955,0.8965501792254384
13,1.83,0.8964999630628222
13,1.705,0.8964497527058781
7,0.347,0.8963995481532642
7,0.972,0.8963493494036385
7,0.472,0.8962991564556597
7,0.847,0.8962489693079869
7,0.722,0.8961987879592798
7,0.597,0.8961486124081982
8,5.262,0.8960984426534028
21,1.688,0.8960482786935546
21,1.188,0.8959981205273149
21,1.313,0.8959479681533458
21,1.563,0.8958978215703094
21,1.813,0.8958476807768688
21,1.438,0.8957975457716872
21,1.063,0.8957474165534285
21,1.938,0.8956972931207566
9,0.293,0.8956471754723364
9,0.418,0.895597063606833
11,0.534,0.895546957522912
11,0.784,0.8954968572192396
11,0.659,0.8954467626944821
11,0.909,0.8953966739473066
21,0.521,0.8953465909763807
5,3.94,0.8952965137803721
5,3.19,0.8952464423579493
5,3.065,0.8951963767077811
5,3.69,0.8951463168285367
2,0.203,0.895096262718886
2,0.453,0.8950462143774992
2,0.328,0.894996171803047
1,3.394,0.8949461349942005
1,3.144,0.8948961039496313
1,3.644,0.8948460786680112
19,1.479,0.8947960591480132
9,2.232,0.8947460453883099
9,2.107,0.894696037387575
9,2.357,0.894646035144482
9,2.482,0.8945960386577057
9,2.857,0.8945460479259206
9,2.607,0.8944960629478022
9,2.732,0.8944460837220259
16,0.145,0.8943961102472682
16,2.691,0.8943461425222055
16,2.441,0.894296180545515
16,2.566,0.8942462243158742
4,0.649,0.8941962738319612
4,0.399,0.8941463290924542
4,0.774,0.8940963900960325
4,0.524,0.8940464568413752
4,0.274,0.8939965293271622
4,0.899,0.8939466075520739
4,3.344,0.8938966915147908
4,3.094,0.8938467812139943
4,3.219,0.8937968766483658
13,1.67,0.8937469778165877
13,1.42,0.8936970847173423
13,1.795,0.8936471973493129
13,1.045,0.8935973157111826
17,3.066,0.8935474398016356
17,3.441,0.8934975696193562
17,3.691,0.8934477051630292
20,3.197,0.8933978464313398
20,3.572,0.8933479934229739
22,1.599,0.8932981461366175
17,1.232,0.8932483045709573
14,2.339,0.8931984687246803
14,2.714,0.8931486385964743
14,2.589,0.8930988141850271
14,2.214,0.8930489954890273
14,0.291,0.8929991825071635
14,0.416,0.8929493752381252
10,2.043,0.8928995736806022
10,2.543,0.8928497778332848
10,2.168,0.8927999876948635
10,2.418,0.8927502032640297
10,2.918,0.8927004245394748
10,2.293,0.8926506515198911
10,2.793,0.8926008842039708
2,0.17,0.8925511225904069
10,2.668,0.8925013666778929
5,0.71,0.8924516164651227
5,0.96,0.8924018719507905
5,0.585,0.8923521331335907
5,0.835,0.8923024000122192
5,3.155,0.8922526725853711
5,3.28,0.8922029508517426
13,1.383,0.8921532348100304
13,1.258,0.8921035244589313
13,1.883,0.8920538197971427
13,1.008,0.8920041208233627
9,2.572,0.8919544275362894
9,2.072,0.8919047399346216
3,0.525,0.8918550580170586
3,0.4,0.8918053817823001
3,0.65,0.891755711229046
3,0.9,0.891706046355997
9,2.197,0.8916563871618542
9,2.697,0.8916067336453188
9,2.322,0.891557085805093
9,2.822,0.8915074436398788
3,0.233,0.8914578071483791
16,4.599,0.8914081763292973
22,1.957,0.8913585511813368
22,1.082,0.8913089317032019
22,1.332,0.8912593178935971
22,1.207,0.8912097097512275
22,1.582,0.8911601072747983
22,1.707,0.8911105104630156
20,3.537,0.8910609193145858
20,3.037,0.8910113338282152
17,0.175,0.8909617540026116
7,2.22,0.8909121798364824
7,2.845,0.8908626113285358
7,2.345,0.8908130484774802
7,2.095,0.8907634912820247
7,2.72,0.8907139397408786
7,2.595,0.890664393852752
7,2.47,0.8906148536163551
7,2.97,0.8905653190303985
14,2.179,0.8905157900935935
14,2.804,0.8904662668046518
14,2.429,0.8904167491622855
14,2.554,0.890367237165207
8,0.344,0.8903177308121295
8,0.469,0.890268230101766
2,3.082,0.8902187350328307
2,3.582,0.8901692456040377
8,0.719,0.8901197618141017
8,0.594,0.8900702836617379
8,0.844,0.8900208111456619
8,0.969,0.8899713442645898
15,0.045,0.889921883017238
15,1.758,0.8898724274023234
18,0.986,0.8898229774185634
12,0.281,0.8897735330646758
12,0.531,0.8897240943393786
12,0.406,0.8896746612413908
7,2.77,0.8896252337694313
12,0.906,0.8895758119222197
12,0.656,0.8895263956984759
12,0.781,0.8894769850969205
15,1.095,0.8894275801162742
15,1.345,0.8893781807552582
15,1.72,0.8893287870125944
15,1.47,0.889279398887005
15,1.22,0.8892300163772123
3,0.2,0.8891806394819396
3,0.45,0.8891312681999103
3,0.325,0.8890819025298482
1,0.05,0.8890325424704778
9,4.48,0.8889831880205238
13,3.793,0.8889338391787113
13,3.043,0.8888844959437661
17,0.142,0.8888351583144142
19,1.407,0.8887858262893821
19,1.657,0.8887364998673967
19,1.157,0.8886871790471854
19,1.282,0.8886378638274761
19,1.032,0.888588554206997
6,0.378,0.8885392501844768
6,0.128,0.8884899517586445
6,0.503,0.8884406589282297
6,0.753,0.8883913716919624
6,0.878,0.888342090048573
7,2.185,0.8882928139967922
7,2.81,0.8882435435353515
7,2.31,0.8881942786629825
7,2.06,0.8881450193784174
7,2.935,0.8880957656803886
7,2.56,0.8880465175676292
7,2.435,0.8879972750388727
1,0.221,0.8879480380928528
1,0.096,0.8878988067283039
10,4.291,0.8878495809439606
12,1.022,0.8878003607385582
12,1.397,0.8877511461108322
12,1.647,0.8877019370595186
12,1.772,0.887652733583354
12,1.147,0.887603535681075
12,1.522,0.887554343351419
12,1.897,0.8875051565931238
12,1.272,0.8874559754049275
15,0.413,0.8874067997855687
15,0.288,0.8873576297337864
14,0.432,0.88730846524832
3,0.167,0.8872593063279095
6,0.582,0.887210152971295
6,0.832,0.8871610051772175
6,0.707,0.8871118629444179
6,0.957,0.8870627262716378
1,0.017,0.8870135951576194
20,2.542,0.8869644696011049
20,2.042,0.8869153496008372
20,2.167,0.8868662351555596
20,2.417,0.8868171262640161
9,4.32,0.8867680229249505
9,4.195,0.8867189251371074
18,0.598,0.886669832899232
20,2.292,0.8866207462100694
16,1.584,0.8865716650683656
16,1.084,0.886522589472867
16,1.459,0.88647351942232
16,1.209,0.8864244549154721
16,1.709,0.8863753959510704
16,1.334,0.8863263425278632
16,1.959,0.8862772946445988
16,1.834,0.886228252300026
16,4.154,0.886179215492894
1,0.04,0.8861301842219524
13,3.883,0.8860811584859516
5,1.912,0.8860321382836416
5,1.287,0.8859831236137737
5,1.787,0.8859341144750993
5,1.162,0.8858851108663699
5,1.662,0.8858361127863379
5,1.412,0.8857871202337558
10,0.269,0.8857381332073767
7,2.15,0.8856891517059541
7,2.4,0.8856401757282418
7,2.025,0.8855912052729942
7,2.525,0.885542240338966
7,2.275,0.8854932809249123
7,2.775,0.8854443270295888
7,2.9,0.8853953786517512
10,0.519,0.8853464357901563
10,0.644,0.8852974984435608
15,3.045,0.8852485666107217
1,0.188,0.885199640290397
1,0.438,0.8851507194813445
1,0.063,0.885101804182323
1,0.313,0.8850528943920913
22,3.103,0.8850039901094088
22,1.678,0.8849550913330353
8,1.941,0.8849061980617308
5,2.173,0.8848573102942561
5,2.048,0.8848084280293721
5,2.673,0.8847595512658403
5,2.298,0.8847106800024225
5,2.548,0.8846618142378812
5,2.423,0.8846129539709788
5,2.798,0.8845640992004786
6,4.393,0.8845152499251442
